Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Yr
John Williamson,SG,28,WSB,2,31,19.0,.664,.316,.158,3.4,3.6,3.5,6.6,0.0,0.0,16.4,32.1,,0.1,0.0,0.0,.060,,2.2,-1.9,0.3,0.0,1980
Brian Winters,SG,27,MIL,7,268,13.6,.532,.210,.100,1.7,7.0,4.4,21.3,2.0,0.0,13.3,18.8,,0.3,0.3,0.6,.110,,2.0,-0.2,1.9,0.3,1980
Larry Wright,PG,25,WSB,2,33,22.1,.573,.059,.294,3.2,3.3,3.3,31.8,4.4,0.0,13.5,27.5,,0.1,0.0,0.1,.137,,2.0,3.2,5.2,0.1,1980
Kareem Abdul-Jabbar*,C,33,LAL,3,134,22.4,.517,.000,.431,10.3,24.1,17.9,15.0,1.1,3.1,12.5,27.8,,0.2,0.2,0.4,.159,,3.0,1.0,4.0,0.2,1981
Alvan Adams,C,26,PHO,7,218,12.2,.512,.000,.467,5.8,14.8,10.5,19.0,1.0,0.3,20.8,18.5,,0.1,0.4,0.5,.101,,0.1,-0.3,-0.2,0.1,1981
Tiny Archibald*,PG,32,BOS,17,630,13.4,.527,.024,.445,1.1,3.7,2.5,24.0,1.0,0.0,16.5,20.2,,0.8,0.4,1.3,.096,,2.1,-2.2,-0.1,0.3,1981
Mike Bantom,SF,29,IND,2,51,16.0,.760,.000,.438,8.9,7.1,8.1,3.6,0.9,1.1,23.9,19.2,,0.1,0.0,0.1,.116,,0.8,-0.4,0.4,0.0,1981
Billy Ray Bates,SG,24,POR,3,115,24.5,.612,.016,.274,2.9,4.2,3.5,20.0,2.2,0.5,13.7,30.0,,0.4,0.1,0.5,.194,,4.5,0.2,4.7,0.2,1981
Larry Bird*,PF,24,BOS,17,750,21.8,.532,.026,.272,7.6,26.7,17.6,20.8,2.6,1.3,15.0,23.2,,1.4,1.7,3.1,.198,,5.5,2.1,7.7,1.8,1981
Otis Birdsong,SG,25,KCK,8,234,18.8,.585,.010,.184,4.0,6.6,5.2,22.2,2.7,0.0,15.9,24.6,,0.3,0.3,0.5,.111,,3.3,0.1,3.4,0.3,1981
Dudley Bradley,SG,23,IND,2,19,3.8,.455,.111,.222,4.8,6.3,5.4,16.9,4.9,0.0,33.6,30.6,,-0.1,0.0,-0.1,-0.178,,-7.2,0.0,-7.2,0.0,1981
Jim Brewer,PF,29,LAL,3,7,0.0,,,,0.0,12.5,6.8,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.028,,-5.8,-1.4,-7.2,0.0,1981
Ron Brewer,SG,25,SAS,7,118,20.3,.542,.049,.475,0.0,5.2,2.6,17.2,0.4,3.0,7.5,28.1,,0.4,0.0,0.3,.132,,3.0,-0.8,2.2,0.1,1981
Junior Bridgeman,SF,27,MIL,7,183,14.3,.500,.011,.176,3.8,5.9,4.8,19.7,1.6,0.0,10.1,24.3,,0.3,0.0,0.4,.098,,1.1,-1.4,-0.4,0.1,1981
Quinn Buckner,PG,26,MIL,7,183,12.3,.470,.000,.267,3.1,9.9,6.4,26.3,3.0,0.0,17.3,18.1,,0.1,0.1,0.2,.064,,-0.7,0.6,-0.2,0.1,1981
Don Buse,SG,30,IND,2,35,7.4,.282,.500,.250,0.0,17.1,7.4,26.6,4.0,0.0,18.4,12.1,,-0.1,0.0,0.0,-0.005,,-4.7,3.0,-1.8,0.0,1981
M.L. Carr,SF,30,BOS,17,288,10.1,.457,.040,.238,3.2,6.3,4.8,6.8,1.7,1.2,6.7,17.5,,0.2,0.3,0.5,.080,,-0.3,-0.1,-0.4,0.1,1981
Reggie Carter,SG,23,NYK,1,7,-14.2,.000,.000,.000,14.9,17.4,16.0,0.0,0.0,0.0,50.0,12.0,,0.0,0.0,0.0,-0.246,,-19.9,-3.0,-22.9,0.0,1981
Bill Cartwright,C,23,NYK,2,49,8.4,.449,.000,.706,8.5,22.4,14.9,3.3,1.0,1.2,21.2,24.2,,-0.1,0.1,0.0,-0.034,,-4.3,-1.7,-6.0,0.0,1981
Harvey Catchings,PF,29,MIL,7,109,3.4,.237,.000,.125,10.5,17.7,14.0,8.7,0.0,6.1,29.3,8.9,,-0.2,0.1,-0.1,-0.039,,-5.5,1.3,-4.2,-0.1,1981
Maurice Cheeks*,PG,24,PHI,16,513,17.3,.585,.024,.336,0.9,9.9,5.6,32.4,3.8,1.3,20.1,14.7,,0.9,0.6,1.5,.138,,2.6,2.7,5.3,0.9,1981
Jim Chones,PF,31,LAL,3,67,14.3,.585,.000,.471,9.5,14.3,12.1,2.2,0.7,3.1,12.8,14.8,,0.1,0.1,0.2,.120,,-0.4,0.1,-0.3,0.0,1981
Jeff Cook,SF,24,PHO,7,206,11.0,.521,.019,.352,9.5,15.6,12.7,8.5,0.3,0.0,13.8,15.5,,0.2,0.4,0.6,.136,,-0.7,-1.3,-2.0,0.0,1981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
Michael Cooper,SG,24,LAL,3,102,11.7,.612,.150,.700,2.1,6.8,4.7,9.6,2.9,0.0,21.1,13.7,,0.1,0.1,0.2,.083,,-1.3,1.2,-0.1,0.1,1981
Dave Corzine,C,24,SAS,7,161,16.7,.519,.000,.236,9.2,27.3,18.3,13.8,1.2,2.9,15.3,18.5,,0.2,0.1,0.3,.079,,-0.4,1.4,1.0,0.1,1981
Pat Cummings,C,24,MIL,5,25,7.9,.353,.000,.364,13.8,14.5,14.1,0.0,2.0,0.0,7.3,22.5,,0.0,0.0,0.0,-0.004,,-2.7,-5.1,-7.8,0.0,1981
Earl Cureton,C,23,PHI,9,36,8.0,.318,.000,.111,3.3,23.9,14.1,8.4,1.4,3.1,5.0,23.2,,-0.1,0.0,-0.1,-0.075,,-3.5,-1.4,-4.9,0.0,1981
Johnny Davis,PG,25,IND,2,74,17.7,.491,.029,.371,2.4,9.7,5.6,25.1,1.3,0.0,2.4,22.0,,0.2,0.0,0.2,.161,,2.4,0.2,2.6,0.1,1981
Walter Davis,SG,26,PHO,7,199,16.2,.493,.009,.160,4.1,6.5,5.3,22.4,1.8,0.3,13.0,29.0,,0.1,0.3,0.4,.099,,1.8,-1.0,0.9,0.1,1981
Darryl Dawkins,C,24,PHI,16,421,15.5,.604,.000,.444,7.9,17.9,13.2,5.3,0.3,2.1,16.4,21.9,,0.7,0.3,1.0,.112,,0.4,-1.0,-0.7,0.1,1981
Larry Demic,PF,23,NYK,2,37,13.9,.765,.000,.400,14.1,6.6,10.6,0.0,0.0,1.6,0.0,6.7,,0.1,0.0,0.1,.177,,3.3,-1.7,1.6,0.0,1981
Coby Dietrick,C,32,CHI,6,81,4.9,.342,.115,.154,4.0,18.0,10.6,6.6,1.2,2.3,6.7,15.4,,-0.1,0.1,0.0,-0.010,,-6.4,0.7,-5.8,-0.1,1981
Leon Douglas,C,26,KCK,15,318,4.3,.475,.000,1.094,6.5,17.4,11.9,4.9,0.7,0.6,27.5,9.4,,-0.2,0.4,0.1,.019,,-4.8,-0.6,-5.4,-0.3,1981
Terry Duerod,SG,24,BOS,10,12,10.6,.400,.200,.000,0.0,0.0,0.0,0.0,4.2,0.0,9.1,38.6,,0.0,0.0,0.0,-0.119,,-3.4,-2.8,-6.2,0.0,1981
Mike Dunleavy,SG,26,HOU,20,472,12.7,.525,.099,.250,2.1,8.4,5.1,21.6,1.6,0.1,15.1,18.2,,0.5,0.3,0.8,.082,,-0.8,-0.1,-1.0,0.1,1981
James Edwards,C,25,IND,2,56,3.5,.292,.000,.000,6.5,21.4,12.9,13.6,0.8,1.0,14.3,19.5,,-0.2,0.0,-0.1,-0.110,,-5.9,-1.4,-7.3,-0.1,1981
Len Elmore,C,28,MIL,4,12,-12.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.8,,0.0,0.0,-0.1,-0.204,,-14.0,-3.5,-17.5,0.0,1981
Julius Erving*,SF,30,PHI,16,592,20.6,.527,.003,.355,10.5,11.3,10.9,15.5,1.8,3.8,13.6,28.6,,0.9,0.6,1.4,.117,,4.6,0.2,4.8,1.0,1981
Mike Evans,PG,25,MIL,4,38,17.6,.609,.118,.471,0.0,3.2,1.5,25.0,0.0,1.6,12.8,25.3,,0.2,0.0,0.1,.183,,2.0,-1.1,0.9,0.0,1981
Eric Fernsten,C,27,BOS,8,14,6.2,.231,.000,1.000,8.3,22.7,15.8,8.3,3.6,0.0,0.0,13.0,,0.0,0.0,0.0,.053,,-3.5,0.7,-2.9,0.0,1981
Chris Ford,SG,32,BOS,17,507,9.9,.490,.171,.171,3.0,6.7,4.9,12.5,1.4,0.1,10.8,14.6,,0.4,0.5,0.9,.083,,0.1,-0.3,-0.2,0.2,1981
Phil Ford,PG,24,KCK,5,158,8.0,.479,.029,.371,0.7,5.2,3.0,27.6,1.7,0.0,29.5,16.7,,-0.2,0.1,-0.1,-0.021,,-2.7,-1.9,-4.6,-0.1,1981
Mike Gale,PG,30,POR,3,51,9.1,.250,.000,.000,4.3,7.0,5.6,22.3,4.9,0.0,11.1,15.1,,-0.1,0.1,0.0,-0.028,,-3.9,2.4,-1.5,0.0,1981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
Calvin Garrett,SF,24,HOU,13,117,8.1,.510,.000,.381,2.8,12.3,7.3,7.0,2.2,0.5,19.7,11.3,,0.0,0.1,0.1,.045,,-2.3,0.9,-1.4,0.0,1981
George Gervin*,SG,28,SAS,7,274,20.2,.547,.019,.292,4.1,11.6,7.9,14.5,0.9,1.1,10.3,29.5,,0.7,-0.1,0.7,.116,,1.9,-1.3,0.6,0.2,1981
Artis Gilmore*,C,31,CHI,6,247,20.7,.641,.000,.917,10.5,21.2,15.5,6.9,1.2,4.3,16.8,17.2,,0.7,0.2,0.9,.174,,3.3,1.4,4.7,0.4,1981
Mike Glenn,PG,25,NYK,2,26,16.9,.661,.143,.429,4.0,14.0,8.6,6.5,1.9,0.0,19.4,16.7,,0.0,0.0,0.1,.145,,2.4,1.1,3.5,0.0,1981
Dave Greenwood,PF,23,CHI,6,212,19.8,.580,.023,.138,8.2,16.1,11.9,8.6,2.1,1.5,8.9,20.0,,0.5,0.2,0.7,.160,,2.8,0.9,3.7,0.3,1981
Paul Griffin,PF,27,SAS,7,183,12.9,.564,.000,.833,10.8,16.0,13.5,19.6,1.6,1.6,21.5,9.5,,0.3,0.0,0.3,.084,,-0.5,2.2,1.6,0.2,1981
Bob Gross,SF,27,POR,3,60,17.6,.670,.000,1.000,9.2,6.0,7.7,11.6,1.7,2.0,19.9,17.9,,0.2,0.1,0.2,.167,,1.0,0.9,1.9,0.1,1981
Ernie Grunfeld,SF,25,KCK,15,633,15.7,.547,.020,.333,2.0,9.7,5.8,23.0,2.5,0.9,15.7,19.7,,0.7,0.8,1.5,.117,,1.3,0.9,2.2,0.7,1981
Mike Harper,PF,23,POR,1,6,24.3,1.042,.000,1.000,0.0,19.9,9.6,0.0,0.0,0.0,0.0,10.3,,0.0,0.0,0.0,.331,,6.0,1.0,7.0,0.0,1981
Gerald Henderson,PG,25,BOS,16,228,14.3,.504,.012,.140,5.1,7.0,6.1,16.8,2.2,0.7,11.6,19.1,,0.3,0.3,0.6,.118,,1.6,0.6,2.2,0.2,1981
Tom Henderson,SG,29,HOU,21,615,10.5,.488,.008,.212,2.5,8.0,5.1,23.6,1.4,0.1,19.1,12.5,,0.3,0.3,0.6,.050,,-1.1,-0.4,-1.5,0.1,1981
Johnny High,PG,23,PHO,7,117,10.4,.472,.000,.424,8.9,9.2,9.0,8.1,2.7,1.1,13.3,17.1,,0.0,0.3,0.3,.121,,-3.0,1.6,-1.4,0.0,1981
Brad Holland,SG,24,LAL,1,1,-48.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.2,,0.0,0.0,0.0,-1.414,,-36.1,-17.9,-54.0,0.0,1981
Lionel Hollins,PG,27,PHI,16,490,11.3,.484,.007,.243,1.9,5.7,3.9,19.2,1.7,0.1,10.1,16.1,,0.5,0.2,0.6,.063,,0.1,-0.5,-0.4,0.2,1981
Clemon Johnson,C,24,IND,2,55,16.2,.457,.000,.833,16.5,21.8,18.8,7.9,3.4,2.1,15.5,13.8,,0.0,0.1,0.1,.093,,1.8,0.3,2.2,0.1,1981
Dennis Johnson*,PG,26,PHO,7,267,17.4,.533,.045,.382,3.0,10.5,6.9,13.5,1.8,2.1,12.9,24.4,,0.4,0.5,0.9,.161,,2.8,0.6,3.4,0.4,1981
George Johnson,C,32,SAS,7,165,14.2,.510,.000,.385,18.0,28.9,23.5,4.5,0.9,5.7,18.7,9.4,,0.2,0.1,0.3,.093,,-1.3,1.4,0.2,0.1,1981
George Johnson,PF,24,IND,2,23,12.1,.625,.000,.000,3.9,15.7,9.0,7.7,0.0,0.0,20.0,17.0,,0.0,0.0,0.0,.034,,0.2,-1.4,-1.2,0.0,1981
Magic Johnson*,SG,21,LAL,3,127,17.0,.441,.000,.408,6.7,22.7,15.4,24.7,3.1,1.2,16.0,22.8,,0.0,0.3,0.2,.082,,-0.7,2.9,2.1,0.1,1981
Marques Johnson,SF,24,MIL,7,266,27.7,.580,.007,.237,17.7,11.3,14.6,21.8,1.9,1.6,8.0,24.9,,1.3,0.1,1.4,.260,,11.1,-0.2,10.9,0.9,1981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
Mickey Johnson,PF,28,MIL,7,170,16.0,.510,.015,.538,16.2,16.3,16.2,10.7,2.6,2.1,20.7,24.3,,0.2,0.2,0.3,.089,,0.7,-0.5,0.2,0.1,1981
Ollie Johnson,SF,31,PHI,8,22,9.1,.300,.100,.000,10.8,14.7,12.8,13.1,4.4,2.5,16.7,22.9,,-0.1,0.0,0.0,-0.097,,-2.1,0.8,-1.3,0.0,1981
Reggie Johnson,PF,23,SAS,7,224,13.2,.530,.000,.342,8.3,10.4,9.3,9.8,0.9,1.3,10.6,17.5,,0.4,0.0,0.4,.079,,-1.2,-0.6,-1.8,0.0,1981
Bobby Jones*,PF,29,PHI,16,443,19.5,.591,.000,.550,9.4,12.9,11.2,11.5,2.0,2.6,13.9,21.9,,1.2,0.4,1.6,.173,,3.8,0.8,4.6,0.7,1981
Caldwell Jones,C,30,PHI,16,580,11.8,.612,.000,.442,7.6,21.9,15.1,6.3,0.6,3.0,22.5,10.6,,0.5,0.6,1.1,.091,,0.8,0.6,1.4,0.5,1981
Dwight Jones,PF,28,CHI,6,217,13.5,.548,.000,.279,9.0,23.0,15.6,7.1,1.1,0.9,18.9,16.3,,0.2,0.1,0.4,.079,,-0.4,-0.1,-0.5,0.1,1981
Major Jones,PF,27,HOU,12,88,10.7,.474,.000,.238,8.7,15.0,11.7,8.1,1.8,1.4,7.9,12.4,,0.1,0.1,0.2,.093,,-1.6,0.8,-0.9,0.0,1981
Eddie Jordan,PG,26,LAL,2,4,8.0,,,,0.0,0.0,0.0,30.5,0.0,0.0,,0.0,,0.0,0.0,0.0,.073,,0.8,-0.7,0.0,0.0,1981
Rich Kelley,C,27,PHO,7,113,12.5,.465,.040,.560,13.3,20.9,17.2,17.4,2.8,1.7,31.0,17.7,,-0.1,0.3,0.2,.069,,-0.8,1.6,0.8,0.1,1981
Larry Kenon,SF,28,CHI,6,114,15.5,.404,.022,.174,16.1,10.7,13.6,10.2,1.7,0.5,2.0,18.6,,0.2,0.0,0.2,.086,,2.9,-1.2,1.8,0.1,1981
Reggie King,PF,23,KCK,15,620,18.9,.545,.004,.411,10.4,17.7,14.0,7.2,1.5,1.0,10.7,24.2,,1.1,0.9,2.0,.152,,2.7,-1.3,1.4,0.5,1981
Billy Knight,SG,28,IND,2,71,15.2,.552,.000,.267,7.7,10.1,8.7,12.7,0.7,0.0,13.0,21.2,,0.1,0.0,0.1,.081,,2.5,-1.6,0.9,0.1,1981
Joel Kramer,PF,25,PHO,7,101,9.8,.522,.000,.080,2.3,14.9,8.8,6.4,1.0,1.2,3.7,11.8,,0.1,0.2,0.3,.155,,-2.1,1.0,-1.1,0.0,1981
Kevin Kunnert,C,29,POR,3,43,5.8,.468,.100,.400,5.2,19.4,12.0,3.1,1.2,0.0,20.3,14.7,,-0.1,0.0,0.0,-0.020,,-6.5,-1.3,-7.8,-0.1,1981
Sam Lacey,C,32,KCK,15,533,14.7,.473,.021,.245,6.5,19.9,13.1,23.2,2.8,2.6,19.8,16.9,,0.0,1.0,1.1,.096,,0.1,3.1,3.2,0.7,1981
John Lambert,PF,28,KCK,15,175,11.0,.433,.056,.111,12.6,12.1,12.3,8.1,1.5,1.4,9.6,16.4,,0.0,0.2,0.3,.069,,-1.0,-0.8,-1.8,0.0,1981
Mark Landsberger,PF,25,LAL,3,32,10.9,.336,.000,.143,29.8,16.4,22.4,0.0,1.5,0.0,11.8,11.1,,0.0,0.0,0.1,.094,,-1.2,-4.6,-5.8,0.0,1981
Bob Lanier*,C,32,MIL,7,236,22.5,.621,.000,.376,5.8,20.4,12.9,18.1,2.5,2.1,13.1,19.7,,0.8,0.3,1.0,.206,,6.2,2.1,8.3,0.6,1981
Allen Leavell,PG,23,HOU,17,217,13.6,.444,.000,.221,2.5,6.6,4.5,30.1,4.3,1.1,19.1,20.8,,-0.1,0.3,0.2,.038,,-1.0,2.2,1.2,0.2,1981
Ronnie Lester,PG,22,CHI,5,42,11.9,.451,.056,.389,12.9,2.9,8.2,14.0,2.4,0.0,19.2,26.1,,0.0,0.0,0.0,-0.018,,-1.2,-1.5,-2.8,0.0,1981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
Kyle Macy,PG,23,PHO,7,102,19.2,.627,.222,.194,2.3,11.6,7.1,19.1,2.6,0.0,15.2,20.0,,0.3,0.2,0.5,.224,,3.7,1.6,5.3,0.2,1981
Moses Malone*,C,25,HOU,21,955,22.4,.537,.005,.481,14.3,22.6,18.2,6.2,0.7,2.1,10.1,26.3,,2.4,1.0,3.5,.174,,4.6,-1.7,2.9,1.2,1981
Cedric Maxwell,SF,25,BOS,17,598,18.9,.644,.000,.506,11.8,11.3,11.6,11.2,1.0,1.5,16.8,18.0,,1.8,0.7,2.5,.201,,5.5,-0.2,5.3,1.1,1981
George McGinnis*,PF,30,IND,2,39,3.0,.270,.000,.533,4.6,24.6,13.2,25.5,2.4,0.0,21.3,23.5,,-0.2,0.0,-0.1,-0.177,,-6.9,0.2,-6.7,0.0,1981
Kevin McHale*,PF,23,BOS,17,296,18.1,.563,.000,.319,11.4,10.7,11.0,7.3,0.7,4.8,10.4,20.5,,0.7,0.4,1.1,.177,,2.4,0.7,3.1,0.4,1981
Joe Meriweather,C,27,KCK,10,199,9.0,.508,.000,.286,7.0,11.3,9.1,3.9,1.3,2.1,14.0,14.7,,0.0,0.2,0.3,.064,,-3.3,-0.3,-3.7,-0.1,1981
Steve Mix,SF,33,PHI,16,206,13.5,.498,.013,.338,11.0,12.0,11.5,7.2,0.9,0.5,11.1,20.3,,0.3,0.1,0.4,.083,,1.6,-2.2,-0.6,0.1,1981
Sidney Moncrief*,SG,23,MIL,7,277,12.6,.536,.000,.739,7.9,12.2,10.0,9.5,2.2,0.7,17.9,16.4,,0.3,0.2,0.5,.085,,0.9,-0.4,0.5,0.2,1981
Johnny Moore,PG,22,SAS,7,124,17.1,.518,.081,.216,8.0,4.9,6.5,29.4,4.0,0.5,16.5,16.3,,0.2,0.0,0.3,.109,,0.5,2.4,2.9,0.2,1981
Calvin Murphy*,PG,32,HOU,19,540,18.4,.549,.024,.209,1.4,3.8,2.5,19.2,2.5,0.0,11.8,28.4,,1.0,0.3,1.4,.121,,1.8,0.0,1.7,0.5,1981
Calvin Natt,SF,24,POR,3,95,9.0,.463,.000,.258,7.0,17.6,12.1,1.5,0.5,0.6,16.9,18.7,,-0.1,0.1,0.0,-0.019,,-3.6,-2.4,-6.0,-0.1,1981
Mike Niles,SF,25,PHO,2,4,-29.9,.000,.000,.000,0.0,0.0,0.0,0.0,13.1,0.0,0.0,55.2,,-0.1,0.0,-0.1,-0.990,,-29.0,-10.1,-39.1,0.0,1981
Norm Nixon,PG,25,LAL,3,133,16.7,.543,.000,.204,0.8,6.6,4.0,31.0,0.4,0.4,8.6,18.5,,0.3,0.0,0.4,.134,,2.0,-1.2,0.8,0.1,1981
Mark Olberding,SF,24,SAS,7,254,18.0,.595,.029,.238,5.4,14.4,9.9,17.9,0.8,0.0,12.8,21.8,,0.7,-0.1,0.7,.127,,1.1,-0.6,0.4,0.2,1981
Louis Orr,SF,22,IND,2,56,12.4,.427,.000,.280,9.7,8.6,9.2,11.5,4.1,1.0,17.6,23.7,,-0.1,0.1,0.0,-0.005,,-0.5,0.5,0.0,0.0,1981
Tom Owens,PF,31,POR,1,5,0.1,,,,0.0,23.9,11.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.033,,-7.8,-0.8,-8.6,0.0,1981
Robert Parish*,C,27,BOS,17,492,18.8,.521,.000,.265,11.8,20.7,16.4,6.0,2.1,4.5,15.3,24.7,,0.4,1.1,1.4,.139,,1.2,1.0,2.3,0.5,1981
Billy Paultz,PF,32,HOU,21,720,13.0,.475,.004,.195,8.0,15.7,11.7,7.4,0.9,2.2,9.2,17.6,,0.5,0.6,1.2,.077,,-0.3,-0.3,-0.6,0.3,1981
Jim Paxson,SG,23,POR,1,4,-24.9,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,,-0.1,0.0,-0.1,-0.725,,-22.7,-12.9,-35.6,0.0,1981
Kelvin Ransey,PG,22,POR,3,131,10.5,.362,.015,.092,4.2,6.4,5.3,27.5,2.3,0.5,14.0,25.7,,-0.3,0.1,-0.2,-0.061,,-3.3,-1.8,-5.1,-0.1,1981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
Robert Reid,SF,25,HOU,21,868,16.7,.493,.007,.304,7.0,11.9,9.3,17.3,3.0,1.7,11.4,19.3,,1.0,1.0,2.1,.115,,2.2,1.8,4.0,1.3,1981
Kevin Restani,SF,29,SAS,3,11,-0.2,.333,.000,.000,0.0,22.2,11.2,0.0,0.0,5.3,25.0,15.1,,0.0,0.0,0.0,-0.154,,-10.5,-0.6,-11.0,0.0,1981
Clint Richardson,SG,24,PHI,13,181,10.1,.539,.000,.447,5.9,7.1,6.6,9.2,1.6,0.9,15.0,12.4,,0.1,0.1,0.2,.060,,0.7,0.0,0.7,0.1,1981
Micheal Ray Richardson,SG,25,NYK,2,86,7.7,.300,.121,.364,7.3,18.4,12.4,19.7,4.1,0.0,17.3,22.6,,-0.3,0.2,-0.2,-0.084,,-4.1,1.2,-2.9,0.0,1981
Rick Robey,C,25,BOS,17,265,7.5,.446,.000,.432,8.3,16.4,12.5,6.2,0.4,1.1,16.5,18.4,,-0.2,0.3,0.1,.022,,-2.7,-1.4,-4.1,-0.1,1981
Truck Robinson,PF,29,PHO,7,233,12.0,.402,.000,.442,11.4,24.0,17.9,8.8,1.1,0.5,12.4,19.9,,-0.1,0.5,0.4,.080,,-0.5,-1.3,-1.8,0.0,1981
Campy Russell,SF,29,NYK,2,89,16.6,.554,.059,.500,1.2,10.9,5.7,17.6,2.3,0.7,16.2,23.3,,0.1,0.1,0.2,.126,,2.0,1.0,3.0,0.1,1981
Frankie Sanders,SF,24,KCK,9,50,9.9,.582,.111,.222,9.3,2.4,5.8,6.9,3.1,0.0,28.8,25.4,,-0.1,0.1,0.0,-0.013,,-3.2,-0.9,-4.1,0.0,1981
Alvin Scott,SF,25,PHO,7,120,13.9,.519,.000,.500,7.7,9.8,8.8,9.2,1.7,3.1,16.1,16.1,,0.1,0.2,0.3,.132,,1.7,1.0,2.7,0.1,1981
Jerry Sichting,PG,24,IND,1,1,46.0,,,,0.0,0.0,0.0,0.0,46.4,0.0,,0.0,,0.0,0.0,0.0,.537,,3.3,51.3,54.6,0.0,1981
James Silas,PG,31,SAS,7,161,11.7,.481,.000,.464,3.9,7.6,5.7,16.4,1.2,0.0,17.8,26.1,,0.0,-0.1,-0.1,-0.020,,-3.0,-2.6,-5.6,-0.1,1981
Ricky Sobers,PG,28,CHI,6,162,10.7,.465,.074,.111,2.0,6.0,3.9,21.5,1.2,0.0,15.0,25.9,,0.0,0.0,0.0,-0.002,,-3.2,-1.9,-5.0,-0.1,1981
Reggie Theus,SG,23,CHI,6,232,18.6,.546,.100,.478,3.3,7.3,5.2,24.3,1.9,0.0,12.1,22.4,,0.7,0.1,0.7,.152,,2.8,0.1,2.9,0.3,1981
Mychal Thompson,C,26,POR,3,132,22.5,.636,.000,.353,4.2,16.3,10.0,4.8,1.1,4.0,10.6,21.4,,0.4,0.2,0.6,.204,,2.7,1.3,4.0,0.2,1981
Rudy Tomjanovich*,PF,32,HOU,8,31,-1.9,.258,.333,.667,7.0,15.5,11.1,0.0,0.0,0.0,14.7,19.0,,-0.1,0.0,-0.1,-0.168,,-8.7,-4.8,-13.5,-0.1,1981
Andrew Toney,SG,23,PHI,16,356,14.3,.512,.050,.450,3.3,8.2,5.9,24.7,1.5,1.1,20.0,31.8,,-0.1,0.2,0.1,.009,,0.2,-2.2,-2.0,0.0,1981
Lloyd Walton,PG,27,KCK,8,73,7.2,.328,.067,.267,4.8,6.5,5.6,37.0,2.9,0.0,34.9,16.1,,-0.2,0.1,-0.1,-0.064,,-3.0,-0.8,-3.8,0.0,1981
Kermit Washington,PF,29,POR,3,128,15.9,.544,.043,.087,12.1,35.4,23.3,7.0,3.1,0.9,22.7,10.3,,0.1,0.2,0.3,.122,,0.0,1.5,1.5,0.1,1981
Marvin Webster,C,28,NYK,2,63,4.5,.436,.000,.333,6.6,11.6,8.9,2.5,0.0,1.0,17.9,11.2,,-0.1,0.0,0.0,-0.018,,-3.1,-1.9,-5.0,0.0,1981
Scott Wedman,SF,28,KCK,15,657,13.6,.477,.108,.189,2.8,12.7,7.7,15.7,1.4,0.7,10.8,25.1,,-0.1,0.8,0.7,.052,,0.3,-1.0,-0.7,0.2,1981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
Michael Wiley,PF,23,SAS,3,5,4.3,.532,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,,0.0,0.0,0.0,.125,,-9.6,-1.9,-11.5,0.0,1981
Bob Wilkerson,SG,26,CHI,6,152,9.9,.449,.017,.085,4.3,8.0,6.0,13.5,1.6,0.4,15.2,19.9,,-0.1,0.0,0.0,-0.002,,-2.4,-0.6,-3.0,0.0,1981
Jamaal Wilkes*,SF,27,LAL,3,113,11.0,.483,.021,.375,3.7,3.1,3.4,5.6,0.4,0.5,6.7,22.4,,0.1,0.0,0.1,.044,,-1.2,-2.5,-3.8,-0.1,1981
James Wilkes,SF,22,CHI,2,5,-6.6,.000,.000,.000,0.0,24.3,11.4,23.6,9.9,0.0,66.7,25.2,,-0.1,0.0,-0.1,-0.541,,-14.8,4.7,-10.2,0.0,1981
Ray Williams,PG,26,NYK,2,84,12.4,.469,.073,.268,3.7,7.2,5.3,20.3,2.4,0.0,16.4,27.4,,-0.1,0.1,0.0,.000,,-0.4,-0.6,-1.0,0.0,1981
Sly Williams,PF,23,NYK,2,56,21.3,.722,.000,.000,7.4,10.9,9.0,17.5,2.7,0.0,14.3,15.7,,0.2,0.1,0.3,.222,,5.2,2.2,7.4,0.1,1981
Bill Willoughby,SF,23,HOU,19,417,10.2,.427,.009,.345,7.3,16.4,11.6,7.4,1.7,2.7,14.7,16.2,,-0.2,0.5,0.3,.033,,-2.1,0.8,-1.3,0.1,1981
Brian Winters,SG,28,MIL,7,181,13.0,.514,.098,.262,2.5,12.6,7.5,17.0,2.7,0.3,15.0,18.0,,0.2,0.1,0.3,.088,,-0.2,0.8,0.5,0.1,1981
