Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Zaid Abdul-Aziz,C,28,HOU,6,,11.3,2.0,5.2,.387,,,,2.0,5.2,.387,.387,0.3,0.8,.400,1.2,1.7,2.8,0.5,0.2,0.5,,0.8,4.3,1975
Rick Adelman,PG,28,KCO,6,,5.7,0.5,1.5,.333,,,,0.5,1.5,.333,.333,1.0,1.3,.750,0.2,0.2,0.3,0.5,0.2,0.0,,1.5,2.0,1975
Tiny Archibald*,PG,26,KCO,6,,40.3,7.2,19.7,.364,,,,7.2,19.7,.364,.364,5.8,7.2,.814,0.3,1.5,1.8,5.3,0.7,0.0,,3.0,20.2,1975
Jim Ard,C,26,BOS,5,,2.8,0.2,1.6,.125,,,,0.2,1.6,.125,.125,0.0,0.0,,0.4,0.0,0.4,0.2,0.0,0.2,,1.0,0.4,1975
Gus Bailey,SG,23,HOU,8,,14.5,2.3,4.5,.500,,,,2.3,4.5,.500,.500,1.1,1.3,.900,0.8,1.6,2.4,2.0,0.8,0.3,,1.5,5.6,1975
Jim Barnett,SG,30,NYK,3,,19.7,4.3,7.0,.619,,,,4.3,7.0,.619,.619,1.7,1.7,1.000,1.7,1.0,2.7,1.7,0.3,0.3,,2.0,10.3,1975
Rick Barry*,SF,30,GSW,17,,42.7,11.1,25.1,.444,,,,11.1,25.1,.444,.444,5.9,6.5,.918,1.3,4.2,5.5,6.1,2.9,0.9,,3.0,28.2,1975
Butch Beard,PG,27,GSW,17,,26.4,3.5,8.6,.411,,,,3.5,8.6,.411,.411,2.0,3.1,.642,1.4,2.9,4.2,3.1,1.4,0.1,,3.8,9.1,1975
Ron Behagen,PF,24,KCO,6,,18.0,3.7,7.2,.512,,,,3.7,7.2,.512,.512,0.5,0.5,1.000,0.7,4.2,4.8,1.0,0.2,0.3,,4.7,7.8,1975
Dennis Bell,SF,23,NYK,3,,9.0,0.3,2.7,.125,,,,0.3,2.7,.125,.125,0.0,1.7,.000,0.0,1.3,1.3,0.0,0.0,0.0,,2.0,0.7,1975
Leon Benbow,SG,24,CHI,2,,2.5,1.0,2.0,.500,,,,1.0,2.0,.500,.500,0.5,1.0,.500,0.5,0.0,0.5,1.0,0.0,0.0,,0.0,2.5,1975
Dave Bing*,PG,31,DET,3,,44.7,6.7,15.7,.426,,,,6.7,15.7,.426,.426,2.7,4.3,.615,1.0,2.7,3.7,9.7,1.7,0.0,,4.0,16.0,1975
John Block,PF,30,CHI,4,,8.5,1.5,3.8,.400,,,,1.5,3.8,.400,.400,0.3,0.8,.333,0.5,1.0,1.5,0.0,1.0,0.0,,1.3,3.3,1975
Tom Boerwinkle,C,29,CHI,13,,29.0,3.3,7.5,.439,,,,3.3,7.5,.439,.439,1.5,1.9,.800,4.3,8.4,12.7,4.2,0.3,0.8,,3.7,8.2,1975
Steve Bracey,SG,24,GSW,4,,3.5,0.8,1.8,.429,,,,0.8,1.8,.429,.429,1.0,1.0,1.000,0.0,0.3,0.3,0.8,0.8,0.0,,0.3,2.5,1975
Bill Bradley*,SF,31,NYK,3,,29.3,3.0,8.0,.375,,,,3.0,8.0,.375,.375,0.7,0.7,1.000,1.3,1.7,3.0,2.0,0.7,0.0,,1.7,6.7,1975
Bill Bridges,PF,35,GSW,14,,10.6,0.7,1.6,.435,,,,0.7,1.6,.435,.435,0.1,0.5,.286,0.9,2.6,3.5,0.5,0.6,0.3,,1.6,1.6,1975
Fred Brown,SG,26,SEA,8,,30.0,8.6,17.4,.496,,,,8.6,17.4,.496,.496,3.4,4.0,.844,1.5,3.0,4.5,2.9,2.1,0.1,,2.4,20.6,1975
Tom Burleson,C,22,SEA,9,,40.4,8.7,16.9,.513,,,,8.7,16.9,.513,.513,3.3,4.4,.750,3.3,7.3,10.7,1.4,0.8,2.0,,3.2,20.7,1975
Don Chaney,SG,28,BOS,11,,26.7,4.4,9.5,.457,,,,4.4,9.5,.457,.457,2.1,2.6,.793,2.2,1.3,3.5,1.9,1.9,0.5,,4.2,10.8,1975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
Ken Charles,SG,23,BUF,7,,29.7,3.1,7.9,.400,,,,3.1,7.9,.400,.400,1.1,1.6,.727,0.4,1.4,1.9,2.6,0.9,0.7,,3.9,7.4,1975
Phil Chenier,SG,24,WSB,17,,40.7,9.1,19.4,.470,,,,9.1,19.4,.470,.470,6.0,6.7,.895,1.1,3.4,4.5,3.2,1.3,0.6,,2.6,24.2,1975
Archie Clark,PG,33,SEA,9,,29.9,4.6,10.4,.436,,,,4.6,10.4,.436,.436,2.0,2.2,.900,0.8,2.8,3.6,3.4,0.7,0.1,,2.6,11.1,1975
Dave Cowens*,C,26,BOS,11,,43.5,9.2,21.5,.428,,,,9.2,21.5,.428,.428,2.1,2.4,.885,4.5,12.0,16.5,4.2,1.6,0.5,,4.5,20.5,1975
Mike D'Antoni,SG,23,KCO,4,,10.5,1.8,3.5,.500,,,,1.8,3.5,.500,.500,1.0,1.0,1.000,0.5,1.3,1.8,0.3,1.0,0.3,,1.5,4.5,1975
Jesse Dark,SG,23,NYK,2,,5.5,0.5,3.0,.167,,,,0.5,3.0,.167,.167,2.5,2.5,1.000,0.5,0.0,0.5,0.5,0.0,0.0,,1.0,3.5,1975
Jim Davis,C,33,DET,2,,8.0,1.0,2.0,.500,,,,1.0,2.0,.500,.500,1.5,2.5,.600,1.0,1.0,2.0,0.0,0.5,0.0,,0.5,3.5,1975
Mel Davis,PF,24,NYK,3,,9.3,1.7,4.0,.417,,,,1.7,4.0,.417,.417,0.7,0.7,1.000,0.0,1.3,1.3,0.7,0.0,0.0,,0.7,4.0,1975
Rod Derline,SG,22,SEA,6,,10.7,3.0,5.5,.545,,,,3.0,5.5,.545,.545,1.0,1.2,.857,0.2,2.0,2.2,1.2,0.3,0.0,,1.0,7.0,1975
Derrek Dickey,PF,23,GSW,15,,17.1,3.1,5.2,.603,,,,3.1,5.2,.603,.603,0.6,1.1,.563,1.3,3.5,4.9,0.7,0.5,0.0,,1.9,6.9,1975
Charles Dudley,PG,24,GSW,13,,8.6,0.8,1.8,.417,,,,0.8,1.8,.417,.417,1.2,2.2,.571,0.4,0.9,1.3,1.3,0.4,0.2,,1.8,2.8,1975
Dennis DuVal,PG,22,WSB,5,,2.8,0.6,1.8,.333,,,,0.6,1.8,.333,.333,0.2,0.4,.500,0.0,0.6,0.6,0.6,0.0,0.0,,0.2,1.4,1975
Hank Finkel,C,32,BOS,7,,3.6,0.4,1.0,.429,,,,0.4,1.0,.429,.429,0.4,0.7,.600,0.4,0.4,0.9,0.6,0.0,0.0,,0.3,1.3,1975
Chris Ford,SG,26,DET,3,,27.3,2.0,3.7,.545,,,,2.0,3.7,.545,.545,0.0,0.0,,0.7,3.7,4.3,3.3,0.3,0.0,,2.7,4.0,1975
Jim Fox,C,31,SEA,8,,5.0,0.5,1.8,.286,,,,0.5,1.8,.286,.286,0.5,0.9,.571,0.5,0.6,1.1,0.3,0.0,0.1,,0.8,1.5,1975
Walt Frazier*,PG,29,NYK,3,,41.3,9.7,15.3,.630,,,,9.7,15.3,.630,.630,4.3,5.3,.813,1.0,5.7,6.7,7.0,3.7,0.0,,1.3,23.7,1975
Rowland Garrett,SF,24,CHI,12,,11.9,1.8,4.7,.375,,,,1.8,4.7,.375,.375,0.2,0.3,.500,0.7,1.8,2.4,0.3,0.3,0.3,,2.3,3.7,1975
John Gianelli,C,24,NYK,3,,31.0,3.7,8.0,.458,,,,3.7,8.0,.458,.458,1.0,1.0,1.000,1.7,3.0,4.7,0.7,0.0,1.3,,3.3,8.3,1975
Dick Gibbs,SF,26,WSB,6,,2.8,0.5,1.7,.300,,,,0.5,1.7,.300,.300,0.3,0.3,1.000,0.0,0.2,0.2,0.3,0.5,0.0,,0.3,1.3,1975
Leonard Gray,PF,23,SEA,9,,29.2,4.3,8.9,.488,,,,4.3,8.9,.488,.488,1.2,1.4,.846,1.2,3.8,5.0,2.2,1.3,0.6,,4.6,9.9,1975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
Matt Guokas,SG,30,CHI,13,,15.5,0.9,2.7,.343,,,,0.9,2.7,.343,.343,0.5,0.6,.875,0.3,0.8,1.1,0.8,0.5,0.1,,1.5,2.4,1975
Phil Hankinson,SF,23,BOS,2,,1.5,0.5,1.5,.333,,,,0.5,1.5,.333,.333,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1975
Clem Haskins,SG,31,WSB,13,,5.8,1.2,2.2,.536,,,,1.2,2.2,.536,.536,0.4,0.6,.625,0.4,0.2,0.5,0.3,0.2,0.1,,1.3,2.7,1975
John Havlicek*,SF,34,BOS,11,,42.2,7.5,17.5,.432,,,,7.5,17.5,.432,.432,6.0,6.9,.868,1.6,3.5,5.2,4.6,1.5,0.1,,3.5,21.1,1975
Steve Hawes,C,24,HOU,8,,16.0,2.3,4.8,.474,,,,2.3,4.8,.474,.474,1.0,1.1,.889,0.4,3.3,3.6,1.6,0.4,0.4,,1.4,5.5,1975
Elvin Hayes*,PF,29,WSB,17,,44.2,10.2,21.9,.468,,,,10.2,21.9,.468,.468,5.1,7.5,.677,2.7,8.2,10.9,2.2,1.5,2.3,,4.1,25.5,1975
Spencer Haywood*,PF,25,SEA,9,,37.4,5.2,14.6,.359,,,,5.2,14.6,.359,.359,5.2,6.8,.770,2.2,6.8,9.0,2.0,0.8,1.2,,3.2,15.7,1975
Gar Heard,PF,26,BUF,7,,35.7,5.4,13.7,.396,,,,5.4,13.7,.396,.396,0.9,2.0,.429,3.4,7.4,10.9,2.6,1.3,1.1,,4.0,11.7,1975
John Hummer,PF,26,SEA,6,,11.3,0.0,1.2,.000,,,,0.0,1.2,.000,.000,0.0,0.0,,0.2,1.3,1.5,0.7,0.3,0.0,,1.2,0.0,1975
Phil Jackson*,PF,29,NYK,3,,26.0,3.3,7.0,.476,,,,3.3,7.0,.476,.476,2.3,2.7,.875,1.7,6.7,8.3,0.7,1.3,1.0,,5.0,9.0,1975
Charles Johnson,SG,25,GSW,17,,29.9,5.7,13.6,.420,,,,5.7,13.6,.420,.420,1.1,1.4,.750,1.1,2.4,3.5,2.1,1.5,0.4,,3.2,12.5,1975
George Johnson,C,26,GSW,17,,18.9,2.1,3.7,.571,,,,2.1,3.7,.571,.571,0.9,1.6,.593,3.2,4.2,7.4,0.9,0.5,2.4,,2.9,5.2,1975
Mickey Johnson,PF,22,CHI,3,,1.7,0.3,1.0,.333,,,,0.3,1.0,.333,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,,0.7,0.7,1975
Ollie Johnson,SF,25,KCO,6,,27.7,4.3,9.3,.464,,,,4.3,9.3,.464,.464,2.0,2.0,1.000,1.7,2.2,3.8,1.0,1.2,0.7,,2.7,10.7,1975
Jimmy Jones,PG,30,WSB,11,,18.7,2.6,5.8,.453,,,,2.6,5.8,.453,.453,0.9,1.0,.909,0.5,1.5,2.0,1.9,1.5,0.1,,1.9,6.2,1975
Don Kojis,SF,36,KCO,4,,5.5,0.3,1.5,.167,,,,0.3,1.5,.167,.167,1.3,1.5,.833,0.3,0.8,1.0,0.3,0.3,0.0,,0.8,1.8,1975
Len Kosmalski,C,23,KCO,6,,4.8,0.3,0.5,.667,,,,0.3,0.5,.667,.667,0.3,0.5,.667,0.2,1.5,1.7,0.8,0.2,0.0,,0.7,1.0,1975
Tom Kozelko,PF,23,WSB,13,,4.2,0.4,0.8,.455,,,,0.4,0.8,.455,.455,0.3,0.4,.800,0.3,0.2,0.5,0.1,0.0,0.0,,0.6,1.1,1975
Kevin Kunnert,C,23,HOU,8,,30.5,4.4,10.1,.432,,,,4.4,10.1,.432,.432,2.1,3.3,.654,1.4,6.1,7.5,1.5,0.5,1.6,,4.6,10.9,1975
Sam Lacey,C,26,KCO,6,,44.0,3.8,10.2,.377,,,,3.8,10.2,.377,.377,1.8,3.0,.611,2.5,13.2,15.7,5.0,2.0,1.5,,3.2,9.5,1975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
Bob Lanier*,C,26,DET,3,,42.7,8.7,17.0,.510,,,,8.7,17.0,.510,.510,3.0,4.0,.750,1.7,9.0,10.7,6.3,1.3,4.0,,3.3,20.3,1975
Bill Ligon,SG,22,DET,2,,3.5,0.5,0.5,1.000,,,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,1975
Bob Love,PF,32,CHI,13,,44.8,10.6,24.3,.437,,,,10.6,24.3,.437,.437,4.6,5.9,.779,2.4,5.2,7.5,1.5,0.8,0.4,,3.2,25.8,1975
Jack Marin,SF,30,BUF,7,,15.4,1.7,3.9,.444,,,,1.7,3.9,.444,.444,1.9,2.1,.867,0.7,1.7,2.4,1.1,1.0,0.1,,1.7,5.3,1975
Bob McAdoo*,C,23,BUF,7,,46.7,14.9,30.9,.481,,,,14.9,30.9,.481,.481,7.7,10.4,.740,3.6,9.9,13.4,1.4,0.9,2.7,,4.1,37.4,1975
Glenn McDonald,SF,22,BOS,6,,5.0,0.3,2.0,.167,,,,0.3,2.0,.167,.167,0.2,0.5,.333,0.2,0.8,1.0,0.3,0.2,0.0,,0.7,0.8,1975
Jim McMillian,SF,26,BUF,7,,34.3,5.6,12.3,.453,,,,5.6,12.3,.453,.453,1.9,2.0,.929,1.4,3.4,4.9,2.0,1.6,0.3,,1.7,13.0,1975
Larry McNeill,PF,24,KCO,6,,17.2,3.7,5.7,.647,,,,3.7,5.7,.647,.647,2.8,3.3,.850,1.2,3.2,4.3,0.3,0.3,0.3,,3.5,10.2,1975
John Mengelt,SG,25,DET,3,,21.7,3.0,7.7,.391,,,,3.0,7.7,.391,.391,2.3,3.0,.778,0.7,2.0,2.7,3.0,0.3,0.3,,3.0,8.3,1975
Earl Monroe*,SG,30,NYK,3,,29.7,4.0,15.0,.267,,,,4.0,15.0,.267,.267,6.0,7.3,.818,0.3,2.7,3.0,2.0,1.3,0.7,,2.0,14.0,1975
Jeff Mullins,SG,32,GSW,17,,18.4,3.5,7.2,.488,,,,3.5,7.2,.488,.488,1.1,1.8,.581,0.9,1.1,2.1,1.7,0.6,0.1,,2.5,8.1,1975
Calvin Murphy*,PG,26,HOU,8,,38.1,9.0,19.5,.462,,,,9.0,19.5,.462,.462,6.4,7.1,.895,1.1,1.3,2.4,5.6,1.8,0.1,,4.5,24.4,1975
Don Nelson*,SF,34,BOS,11,,24.9,6.0,10.6,.564,,,,6.0,10.6,.564,.564,3.4,3.7,.902,1.6,2.5,4.1,2.4,0.2,0.2,,3.3,15.4,1975
Mike Newlin,SG,26,HOU,8,,37.4,6.5,13.4,.486,,,,6.5,13.4,.486,.486,3.3,3.6,.897,1.4,2.8,4.1,5.6,1.5,0.0,,3.1,16.3,1975
Howard Porter,SF,26,DET,3,,30.7,7.7,14.0,.548,,,,7.7,14.0,.548,.548,2.0,2.3,.857,2.7,4.0,6.7,0.0,1.7,0.3,,1.7,17.3,1975
Kevin Porter,PG,24,WSB,17,,36.8,5.8,11.6,.503,,,,5.8,11.6,.503,.503,2.7,4.1,.667,0.8,1.6,2.4,7.3,1.2,0.0,,4.3,14.4,1975
Ed Ratleff,SF,24,HOU,8,,36.4,4.5,10.9,.414,,,,4.5,10.9,.414,.414,2.1,2.5,.850,3.0,3.6,6.6,4.4,1.8,0.1,,3.9,11.1,1975
Clifford Ray,C,26,GSW,17,,29.1,2.1,4.1,.522,,,,2.1,4.1,.522,.522,1.9,3.1,.604,3.2,6.5,9.8,2.2,0.8,1.2,,3.5,6.1,1975
Tom Riker,C,24,NYK,1,,8.0,1.0,2.0,.500,,,,1.0,2.0,.500,.500,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,,1.0,2.0,1975
Ron Riley,PF,24,HOU,8,,19.0,3.1,5.3,.595,,,,3.1,5.3,.595,.595,0.8,2.0,.375,1.5,3.0,4.5,1.9,1.1,0.3,,2.3,7.0,1975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
Mike Riordan,SF,29,WSB,17,,22.2,3.5,8.9,.397,,,,3.5,8.9,.397,.397,0.8,1.1,.778,0.7,1.7,2.4,1.6,0.9,0.1,,2.9,7.9,1975
Truck Robinson,PF,23,WSB,17,,7.6,0.8,2.5,.333,,,,0.8,2.5,.333,.333,0.4,0.8,.500,0.6,1.7,2.4,0.4,0.4,0.6,,1.2,2.1,1975
Curtis Rowe,PF,25,DET,3,,38.3,5.7,11.0,.515,,,,5.7,11.0,.515,.515,3.3,6.3,.526,2.7,6.0,8.7,5.0,0.3,1.7,,2.0,14.7,1975
Paul Ruffner,C,26,BUF,1,,4.0,0.0,1.0,.000,,,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,1975
Dale Schlueter,C,29,BUF,6,,6.7,1.0,1.7,.600,,,,1.0,1.7,.600,.600,0.2,0.5,.333,0.8,1.3,2.2,0.2,0.2,0.0,,1.0,2.2,1975
Paul Silas,PF,31,BOS,11,,36.8,3.8,8.4,.457,,,,3.8,8.4,.457,.457,1.5,2.3,.640,4.2,7.6,11.8,3.6,1.1,0.2,,4.1,9.1,1975
Tal Skinner,SF,22,SEA,9,,23.4,2.3,5.0,.467,,,,2.3,5.0,.467,.467,1.6,2.1,.737,1.2,3.0,4.2,1.3,1.0,0.2,,2.9,6.2,1975
Jerry Sloan*,SG,32,CHI,13,,36.2,5.8,12.5,.460,,,,5.8,12.5,.460,.460,1.5,2.8,.556,1.8,5.5,7.4,2.0,1.5,0.0,,3.5,13.1,1975
Phil Smith,SG,22,GSW,16,,14.7,2.4,6.5,.375,,,,2.4,6.5,.375,.375,1.6,2.5,.625,0.4,1.3,1.8,1.9,0.6,0.4,,1.9,6.4,1975
Randy Smith,SG,26,BUF,7,,40.9,7.1,15.0,.476,,,,7.1,15.0,.476,.476,3.7,4.3,.867,1.1,3.1,4.3,7.0,2.6,0.1,,3.3,18.0,1975
Kevin Stacom,SG,23,BOS,4,,1.8,0.0,0.5,.000,,,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,,0.0,0.0,1975
Nate Thurmond*,C,33,CHI,13,,19.5,1.1,2.9,.368,,,,1.1,2.9,.368,.368,1.4,2.8,.486,1.8,4.8,6.7,2.4,0.4,1.6,,2.8,3.5,1975
Dean Tolson,PF,23,SEA,4,,5.5,0.3,2.0,.125,,,,0.3,2.0,.125,.125,0.5,0.5,1.000,1.0,0.8,1.8,0.3,0.0,0.0,,0.8,1.0,1975
Rudy Tomjanovich*,PF,26,HOU,8,,38.0,9.0,16.0,.563,,,,9.0,16.0,.563,.563,5.0,6.0,.833,2.8,5.3,8.0,2.9,0.1,0.5,,2.1,23.0,1975
George Trapp,PF,26,DET,3,,27.0,6.0,11.0,.545,,,,6.0,11.0,.545,.545,1.7,2.3,.714,1.7,5.7,7.3,1.3,0.0,0.0,,2.0,13.7,1975
Wes Unseld*,C,28,WSB,17,,43.2,4.2,7.6,.546,,,,4.2,7.6,.546,.546,2.4,3.6,.656,3.8,12.4,16.2,3.8,0.9,1.2,,2.3,10.7,1975
Norm Van Lier,PG,27,CHI,13,,42.1,5.2,12.6,.409,,,,5.2,12.6,.409,.409,4.8,6.4,.747,1.4,3.8,5.2,4.7,1.5,0.4,,4.0,15.1,1975
Neal Walk,C,26,NYK,3,,13.0,1.7,3.3,.500,,,,1.7,3.3,.500,.500,0.0,0.0,,0.0,1.7,1.7,0.7,0.3,0.7,,1.3,3.3,1975
Chet Walker*,SF,34,CHI,13,,33.2,6.2,12.6,.494,,,,6.2,12.6,.494,.494,5.1,5.8,.880,0.8,3.8,4.6,1.8,1.0,0.1,,2.5,17.5,1975
Jimmy Walker,SG,30,KCO,6,,37.5,6.5,14.0,.464,,,,6.5,14.0,.464,.464,2.3,3.0,.778,0.2,1.5,1.7,2.8,0.8,0.2,,2.0,15.3,1975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
Jim Washington,PF,31,BUF,6,,6.5,0.3,0.8,.400,,,,0.3,0.8,.400,.400,0.0,0.0,,0.5,0.7,1.2,0.5,0.0,0.0,,0.8,0.7,1975
Slick Watts,PG,23,SEA,9,,31.3,4.8,10.3,.462,,,,4.8,10.3,.462,.462,1.6,2.9,.538,1.1,2.6,3.7,7.1,3.0,0.4,,3.3,11.1,1975
Nick Weatherspoon,SF,24,WSB,17,,23.8,4.1,8.0,.515,,,,4.1,8.0,.515,.515,2.1,2.5,.814,1.5,3.3,4.8,0.9,0.8,0.1,,3.3,10.3,1975
Scott Wedman,SF,22,KCO,6,,38.3,4.5,11.3,.397,,,,4.5,11.3,.397,.397,2.0,3.0,.667,1.7,4.2,5.8,2.7,1.0,0.5,,2.8,11.0,1975
Bob Weiss,PG,32,BUF,7,,16.1,1.6,3.3,.478,,,,1.6,3.3,.478,.478,1.1,1.7,.667,0.3,0.7,1.0,2.4,0.6,0.1,,2.1,4.3,1975
Owen Wells,SF,24,HOU,4,,1.3,0.8,1.3,.600,,,,0.8,1.3,.600,.600,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,,0.3,1.5,1975
Paul Westphal*,SG,24,BOS,11,,16.6,3.5,7.4,.469,,,,3.5,7.4,.469,.469,1.1,1.6,.667,0.5,0.7,1.2,2.9,0.5,0.2,,1.9,8.0,1975
Jo Jo White*,PG,28,BOS,11,,42.0,9.1,20.6,.441,,,,9.1,20.6,.441,.441,2.5,3.0,.818,1.6,2.9,4.5,5.7,1.0,0.4,,2.9,20.6,1975
Jamaal Wilkes*,SF,21,GSW,17,,29.6,6.5,14.6,.446,,,,6.5,14.6,.446,.446,1.9,2.8,.702,1.8,5.2,7.0,1.6,1.5,0.8,,3.1,15.0,1975
Bobby Wilson,SG,24,CHI,10,,9.3,1.7,4.1,.415,,,,1.7,4.1,.415,.415,1.0,1.2,.833,0.2,0.9,1.1,0.4,0.4,0.0,,1.0,4.4,1975
Lee Winfield,PG,27,BUF,6,,10.8,1.2,2.7,.438,,,,1.2,2.7,.438,.438,0.5,0.8,.600,0.8,0.5,1.3,1.5,0.3,0.2,,1.7,2.8,1975
Harthorne Wingo,PF,27,NYK,3,,25.3,3.3,7.7,.435,,,,3.3,7.7,.435,.435,2.3,3.3,.700,3.0,4.3,7.3,2.3,1.3,0.0,,2.3,9.0,1975
Dave Wohl,PG,25,HOU,4,,2.0,0.8,0.8,1.000,,,,0.8,0.8,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.5,0.3,0.0,,0.5,1.5,1975
Zaid Abdul-Aziz,C,29,SEA,5,,12.0,2.8,4.0,.700,,,,2.8,4.0,.700,.700,1.6,2.2,.727,0.8,3.4,4.2,0.4,0.0,1.0,,0.4,7.2,1976
Alvan Adams,C,21,PHO,19,,35.2,7.2,15.9,.452,,,,7.2,15.9,.452,.452,3.5,4.3,.817,2.8,7.2,10.1,5.2,1.3,1.1,,3.2,17.9,1976
Don Adams,SF,28,BUF,9,,13.6,1.7,4.0,.417,,,,1.7,4.0,.417,.417,0.7,0.8,.857,0.9,2.1,3.0,1.4,0.2,0.0,,2.6,4.0,1976
Jerome Anderson,SG,22,BOS,4,,1.3,0.3,0.8,.333,,,,0.3,0.8,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,,0.3,0.5,1976
Jim Ard,C,27,BOS,16,,6.9,0.8,1.8,.448,,,,0.8,1.8,.448,.448,0.7,0.9,.786,0.6,1.0,1.6,0.5,0.1,0.2,,1.8,2.3,1976
Dennis Awtrey,C,27,PHO,19,,15.1,1.1,2.4,.467,,,,1.1,2.4,.467,.467,0.9,1.7,.545,0.9,2.4,3.3,1.3,0.3,0.5,,2.0,3.2,1976
Mike Bantom,SF,24,SEA,6,,19.0,3.7,6.3,.579,,,,3.7,6.3,.579,.579,2.3,3.3,.700,1.5,2.3,3.8,1.3,0.7,0.3,,4.5,9.7,1976
Rick Barry*,SF,31,GSW,13,,40.9,9.7,22.2,.436,,,,9.7,22.2,.436,.436,4.6,5.2,.882,1.5,4.9,6.5,6.5,2.9,1.1,,3.1,24.0,1976
Dave Bing*,PG,32,WSB,7,,29.9,4.9,10.9,.447,,,,4.9,10.9,.447,.447,4.0,5.0,.800,0.9,1.7,2.6,4.0,1.0,0.3,,2.6,13.7,1976
Tom Boswell,PF,22,BOS,3,,1.0,0.3,0.7,.500,,,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,,0.7,0.7,1976
Jim Brewer,PF,24,CLE,13,,37.6,3.4,7.8,.436,,,,3.4,7.8,.436,.436,2.0,3.7,.542,3.1,7.7,10.8,2.8,1.0,0.9,,2.6,8.8,1976
Junior Bridgeman,SF,22,MIL,3,,22.3,3.0,6.7,.450,,,,3.0,6.7,.450,.450,2.3,3.7,.636,1.3,2.3,3.7,1.7,0.3,0.0,,3.3,8.3,1976
Gary Brokaw,SG,22,MIL,3,,36.0,7.7,12.3,.622,,,,7.7,12.3,.622,.622,5.7,6.0,.944,0.0,3.7,3.7,8.0,1.0,1.0,,3.3,21.0,1976
Fred Brown,SG,27,SEA,6,,39.3,11.3,22.2,.511,,,,11.3,22.2,.511,.511,5.8,7.3,.795,2.0,2.7,4.7,2.8,2.2,0.0,,3.3,28.5,1976
Roger Brown,C,25,DET,9,,5.7,0.4,1.0,.444,,,,0.4,1.0,.444,.444,0.2,0.4,.500,0.8,0.8,1.6,0.2,0.0,0.1,,1.1,1.1,1976
Joe Bryant,PF,21,PHI,3,,14.3,3.0,4.0,.750,,,,3.0,4.0,.750,.750,1.7,2.3,.714,1.0,3.3,4.3,0.3,0.3,0.3,,3.7,7.7,1976
Tom Burleson,C,23,SEA,6,,34.7,7.5,12.5,.600,,,,7.5,12.5,.600,.600,5.8,7.7,.761,2.5,7.0,9.5,1.7,1.0,1.3,,4.2,20.8,1976
Austin Carr,SG,27,CLE,13,,21.0,5.1,10.6,.478,,,,5.1,10.6,.478,.478,1.7,2.8,.611,0.8,0.9,1.8,2.0,0.5,0.2,,2.2,11.8,1976
Fred Carter,PG,30,PHI,3,,41.7,9.7,22.3,.433,,,,9.7,22.3,.433,.433,8.7,10.0,.867,1.3,2.0,3.3,5.0,1.3,0.3,,4.0,28.0,1976
Harvey Catchings,C,24,PHI,3,,29.0,2.7,4.3,.615,,,,2.7,4.3,.615,.615,0.3,1.0,.333,4.0,5.3,9.3,2.0,0.0,3.0,,3.7,5.7,1976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976
Ken Charles,SG,24,BUF,9,,26.4,2.4,6.1,.400,,,,2.4,6.1,.400,.400,1.0,1.4,.692,0.7,2.2,2.9,1.6,0.8,0.7,,3.4,5.9,1976
Phil Chenier,SG,25,WSB,7,,37.9,8.0,18.3,.438,,,,8.0,18.3,.438,.438,2.0,2.4,.824,0.9,2.9,3.7,1.6,0.9,0.4,,3.9,18.0,1976
Jim Chones,C,26,CLE,7,,34.6,6.7,16.3,.412,,,,6.7,16.3,.412,.412,1.6,2.6,.611,2.0,5.1,7.1,0.9,0.1,0.9,,3.3,15.0,1976
Archie Clark,SG,34,DET,9,,21.3,3.3,6.9,.484,,,,3.3,6.9,.484,.484,1.3,2.0,.667,0.2,2.1,2.3,3.2,0.7,0.0,,2.8,8.0,1976
Jim Cleamons,PG,26,CLE,13,,38.7,5.6,14.2,.397,,,,5.6,14.2,.397,.397,2.5,3.1,.825,1.8,3.7,5.5,4.7,0.6,0.2,,2.6,13.8,1976
